Supplier_Name,PWSID,Hydrologic_Region,County,Reporting_Month,Days-in-Month,Mandatory Restrictions,Days_Allowed/Week,Actions_Implemented,Current_Production,2013_Production,CII,Current_Ag,2013_Ag,Current_Recycled,Current_Non-revenue,Units,Population_Served,Percent_Residential_Use,R_GPCD_Reported ,R-GPCD_Calculated,Ag_Cert,Current_Production_Calculated,2013_Production_Calculated,Percent_Reduction,Complaints,Follow-ups,Warnings,Penalties_Rate,Penalties_Other,ID
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,11/15/2015 0:00,30,Yes,2,Increased conservation program scope,114.452,150.4,24.63,0,0,0,,AF,11579,70.00%,75.15,75,,37147063,48877714,24.00%,0,0,0,,0,694-1511
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,10/15/2015 0:00,31,Yes,2,Increased conservation program scope,193.351,256.406,40,0,0,0,,AF,11579,72.80%,127.78,128,,62889326,83417966,24.60%,2,1,1,,0,694-1510
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,9/15/2015 0:00,30,Yes,2,Increased conservation program scope,189.162,227.142,28.77,0,,0,,AF,11579,73.00%,129.42,129,,61585920,73968274,16.70%,6,3,3,,0,694-1509
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,8/15/2015 0:00,31,Yes,2,Increased conservation program scope,184.9,236.3,36,0,0,0,0,AF,11579,73.60%,123.5,124,,60282514,76900937,21.60%,4,6,6,,0,694-1508
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,7/15/2015 0:00,31,Yes,2,Increased conservation program scope,161.7,303.7,13.1,0,0,0,,AF,11579,78.00%,114.5,115,,52787931,99058834,46.70%,7,6,2,,0,694-1507
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,6/15/2015 0:00,30,Yes,2,Increased conservation program scope,158.765,232.33,13,,,0,,AF,11579,75.60%,112.57,113,,51810377,75597532,31.50%,7,15,11,,0,694-1506
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,5/15/2015 0:00,31,Yes,2,,148.1,229.3,8.5,,,,,AF,11579,81.00%,108.9,109,,48226011,74619977,35.40%,6,18,16,,0,694-1505
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,4/15/2015 0:00,30,Yes,2,,173.8,197.6,,,,,,AF,11579,74.00%,120.6,121,,56698149,64518583,12.10%,5,18,20,,0,694-1504
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,3/15/2015 0:00,31,Yes,2,,151.3,140.3,,,,,,AF,11579,70.00%,96.1,96,,49203566,45619200,-7.90%,10,6,6,,0,694-1503
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,2/15/2015 0:00,28,Yes,,,99.5,96.9,,,,,,AF,11426,69.00%,69.9,70,,32585143,31607589,-3.10%,,,,,,694-1502
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,1/15/2015 0:00,31,Yes,,,88.8,180.4,,,,,,AF,11426,69.00%,56.4,56,,29000777,58653257,50.60%,,,,,,694-1501
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,12/15/2014 0:00,31,Yes,,,104.7,108.1,,,,,,AF,11426,70.00%,67.4,68,,34214400,35191954,2.80%,,,,,,694-1412
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,11/15/2014 0:00,30,Yes,,,105.2,150.4,,,,,,AF,11426,70.00%,100.1,70,,34214400,48877714,30.00%,,,,,,694-1411
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,10/15/2014 0:00,31,Yes,,,180.04,256.41,,,,,,AF,11426,74.00%,122.56,123,,58653257,83417966,29.70%,,,,,,694-1410
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,9/15/2014 0:00,30,Yes,,,232.7,227.1,,,,,,AF,11426,66.80%,147.8,148,,75923383,73968274,-2.60%,,,,,,694-1409
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,8/15/2014 0:00,31,Yes,,,195,236.3,,,,,,AF,11579,72.00%,,127,,63541029,76900937,17.40%,,,,,,694-1408
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,7/15/2014 0:00,31,No,,,276.7,303.7,,,,,,AF,11426,60.00%,,153,,90260846,99058834,8.90%,,,,,,694-1407
Sonoma  City of,CA4910012,San Francisco Bay,SONOMA,6/15/2014 0:00,30,No,,,234.5,232.3,,,,,,AF,11426,75.00%,,168,,76575086,75597532,-1.30%,,,,,,694-1406
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,4/15/2016 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1407.4,1762.9,356.05,,,,72.9,AF,191500,72.60%,57.97,58,,458472961,574476069,20.20%,5,4,1,0,0,696-1604
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,3/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1330.1,1616.3,305.75,,,,75.82,AF,191500,73.70%,53.79,54,,433382401,526575909,17.70%,9,8,0,0,0,696-1603
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,2/15/2016 0:00,29,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1263.4,1289.9,310.6,,,,62.66,AF,191500,73.80%,54.67,55,,411550355,420348343,2.10%,7,6,0,0,0,696-1602
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,1/15/2016 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1186.2,1353.3,353.41,,,,60.85,AF,191500,73.20%,47.68,48,,386459795,440876983,12.30%,4,2,0,0,0,696-1601
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,12/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1282.9,1556.3,356.04,,,,64.15,AF,191500,72.40%,51.01,51,,418067383,507024824,17.50%,9,7,4,0,0,696-1512
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,11/15/2015 0:00,30,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1314.8,1616.4,,,,,65.74,AF,191500,71.30%,53.16,53,,428494629,526575909,18.60%,14,10,1,,0,696-1511
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,10/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1500.3,1818.1,440.39,,,,75.02,AF,191500,71.00%,58.46,58,,488777144,592397898,17.50%,21,13,4,,0,696-1510
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,9/15/2015 0:00,30,Yes,2,Raised rates,1511.8,1989.9,444.94,,,,75.59,AF,191500,70.80%,60.73,61,,492687361,648444344,24.00%,36,22,4,,0,696-1509
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,8/15/2015 0:00,31,Yes,2,"Raised rates,Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1613.2,2144.3,443.38,,,,80.66,AF,191500,70.60%,62.49,62,,525598355,698625464,24.80%,33,25,3,,0,696-1508
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,7/15/2015 0:00,31,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1524.2,2091.4,407.54,,,,76.21,AF,191500,70.80%,59.27,59,,496597578,681355338,27.10%,31,26,2,,0,696-1507
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,6/15/2015 0:00,30,Yes,2,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased conservation program budget,Increased conservation program scope",1529.1,2054.4,408.29,,,,93.28,AF,189970,71.20%,62.21,62,,498226835,669298835,25.60%,25,21,4,,0,696-1506
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,5/15/2015 0:00,31,Yes,2,,1510.5,1995.1,446.1,,,,86.7,AF,189970,70.50%,58.91,59,,492361509,650073601,24.30%,10,10,0,,0,696-1505
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,4/15/2015 0:00,30,Yes,7,,1573.4,1762.9,,,,,,AF,189970,70.60%,63.56,64,,512564298,574476069,10.80%,,,,,,696-1504
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,3/15/2015 0:00,31,Yes,7,,1529.1,1616.3,,,,,,AF,189970,72.10%,61.01,61,,498226835,526575909,5.40%,,,,,,696-1503
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,2/15/2015 0:00,28,Yes,7,,1343.3,1289.9,,,,,,AF,189970,73.00%,60.03,60,,437618469,420348343,-4.10%,,,,,,696-1502
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,1/15/2015 0:00,31,Yes,,,1329,1353.3,,,,,,AF,189970,72.40%,55.01,53,,433056549,440876983,1.80%,,,,,,696-1501
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,12/15/2014 0:00,31,Yes,7,,1269,1556.3,,,,,,AF,189970,71.40%,50.11,50,,413505463,507024824,18.40%,,,,,,696-1412
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,11/15/2014 0:00,30,Yes,7,,1529.22,1616.38,,,,,,AF,189970,70.60%,61.77,62,,498226835,526575909,5.40%,,,,,,696-1411
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,10/15/2014 0:00,31,Yes,7,,1803.5,1818.1,,,,,,AF,189970,70.00%,69.83,70,,587835978,592397898,0.80%,,,,,,696-1410
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,9/15/2014 0:00,30,Yes,7,,1869,1989.9,,,,,,AF,189970,68.80%,73.52,74,,609016321,648444344,6.10%,,,,,,696-1409
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,8/15/2014 0:00,31,No,7,,1930.9,2144.3,,,,,,AF,189970,68.90%,73.64,74,,629219109,698625464,9.90%,,,,,,696-1408
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,7/15/2014 0:00,31,No,7,,2010.4,2091.4,,,,,,AF,189970,69.90%,77.73,78,,654961372,681355338,3.90%,,,,,,696-1407
Sweetwater Authority,CA3710025,South Coast,SAN DIEGO,6/15/2014 0:00,30,No,7,,1912.6,2054.4,,,,,,AF,189970,70.30%,76.9,77,,623353784,669298835,6.90%,,,,,,696-1406
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,4/15/2016 0:00,30,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1758.62,2366.39,465.46,,,51.8,,AF,178500,71.00%,75.95,76,,573172664,770964481,25.70%,15,3,12,0,0,697-1604
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,3/15/2016 0:00,31,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1576.14,2146,427.44,,,21.07,,AF,178500,69.80%,64.76,65,,513541852,699277167,26.60%,13,0,11,,1,697-1603
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,2/15/2016 0:00,29,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1528.11,1651.89,384.83,,,20.76,,AF,178500,70.80%,68.06,68,,497900984,538306561,7.50%,19,3,15,0,0,697-1602
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,1/15/2016 0:00,31,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1462.58,1737.05,433.34,,,16.54,,AF,178500,70.40%,60.6,61,,476720641,566003932,15.80%,10,0,7,0,,697-1601
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,12/15/2015 0:00,31,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1672.92,1931.95,496.68,,,38.49,,AF,178500,70.30%,69.21,69,,545149441,629544961,13.40%,7,2,2,0,0,697-1512
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,11/15/2015 0:00,30,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1790.97,2164.43,545.24,,,42.49,,AF,178500,70.20%,76.48,76,,583599909,705142492,17.20%,10,0,7,0,0,697-1511
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,10/15/2015 0:00,31,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",1984.68,2575.96,547.08,,,62.47,,AF,178500,70.60%,82.49,83,,646815087,839393281,22.90%,33,4,23,0,0,697-1510
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,9/15/2015 0:00,30,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2066.44,2912.23,553.71,,,80.94,,AF,178500,73.70%,92.65,93,,673209052,948879361,29.10%,54,7,37,0,0,697-1509
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,8/15/2015 0:00,31,Yes,3,"Instituted surcharges,Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased penalties for water waste,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2289.84,3107.8,593.03,,,108.4,,AF,178500,71.70%,96.72,97,,746199772,1012746241,26.30%,49,6,41,,,697-1508
Suburban Water Systems Whittier/La Mirada,CA1910059,South Coast,LOS ANGELES,3/15/2015 0:00,31,Yes,,,1590.7,1636.06,,,,,,AF,115000,71.00%,103.19,103,,518429624,533092938,2.80%,,,,,,700-1503
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,7/15/2015 0:00,31,Yes,3,"Reduced allowed outdoor irrigation days,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program budget,Increased conservation program scope",2170.81,3092.9,598.05,,,91.16,,AF,178500,72.90%,93.22,93,,707423452,1007858470,29.80%,48,9,33,0,0,697-1507
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,6/15/2015 0:00,30,Yes,3,"Reduced allowed outdoor irrigation days,Restricted allowed outdoor irrigation times,Instituted new prohibitions on specific water uses,Instituted stricter prohibitions on specific water uses,Increased leak detection and repair actions,Increased conservation personnel,Increased conservation program scope",2137.72,2886.5,523.19,,,82.99,,AF,178500,70.90%,92.19,92,,696670355,940733076,25.90%,40,5,24,,0,697-1506
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,5/15/2015 0:00,31,Yes,3,,1950.26,2621.93,,,,57.47,,AF,178500,70.60%,78.7,81,,635410287,854382447,25.60%,33,3,23,,0,697-1505
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,4/15/2015 0:00,30,Yes,3,,2090.04,2366.39,,,,80.48,,AF,178500,72.50%,88.66,92,,681029487,770964481,11.70%,41,3,19,,0,697-1504
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,3/15/2015 0:00,31,Yes,,,2073.18,2165.72,,,,44.49,,AF,178500,72.50%,86.56,88,,675490012,705794195,4.30%,,,,,,697-1503
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,2/15/2015 0:00,28,Yes,,,1674.96,1671.08,,,,34.42,,AF,178500,71.70%,76.65,78,,545801144,544497738,-0.20%,,,,,,697-1502
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,1/15/2015 0:00,31,Yes,,,1704.7,1737.05,,,,19.05,,AF,178500,75.70%,75.71,76,,555576686,566003932,1.80%,,,,,,697-1501
Suburban Water Systems San Jose Hills,CA1910046,South Coast,LOS ANGELES,12/15/2014 0:00,31,Yes,,,1555.9,1931.95,,,,19.42,,AF,178500,72.70%,66.63,67,,507024824,629544961,19.50%,,,,,,697-1412
