INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
CANAL AND ROOSEVELT,2291,1200 S CANAL STREET,12/22/2014,3,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472001, -87.63937581258092)"
AUSTIN AND ADDISON,1491,3600 N AUSTIN AVENUE,12/22/2014,2,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)"
STONY ISLAND/CORNELL AND 67TH,2731,6700 S CORNELL DRIVE,12/22/2014,6,1188316.454860734,1860851.137456735,41.77325149,-87.5852246,"(41.77325148959568, -87.58522459967712)"
HALSTED AND 103RD,2593,800 W 103RD STREET,12/22/2014,2,1172778.570616036,1836587.755252818,41.70702632,-87.642896007,"(41.707026319812215, -87.64289600741817)"
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,12/22/2014,3,1179437.985396417,1884565.84226022,41.838534018,-87.617046113,"(41.838534018118914, -87.61704611345726)"
63RD AND STATE,2714,1 E 63RD ST,12/22/2014,7,1177367.518733101,1863199.17768559,41.779949105,-87.625289553,"(41.779949104569106, -87.62528955333775)"
WESTERN AND NORTH,1851,1600 N WESTERN AVE,12/22/2014,7,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)"
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,12/22/2014,3,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)"
COLUMBUS AND ILLINOIS,1951,500 N COLUMBUS DRIVE,12/22/2014,10,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
IRVING PARK AND KEDZIE,1354,3200 W IRVING PARK ROAD,12/22/2014,4,1154325.140302006,1926458.463197156,41.954029047,-87.708077494,"(41.95402904691877, -87.70807749383191)"
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,12/22/2014,1,1160220.967978608,1905277.507115921,41.895786955,-87.686990586,"(41.89578695485361, -87.68699058611217)"
CLARK AND IRVING PARK,1091,4000 N CLARK STREET,12/22/2014,2,1166736.149822904,1926699.323624709,41.954432441,-87.662446259,"(41.95443244141688, -87.66244625914061)"
WESTERN AND PRATT,1301,6800 N WESTERN AVENUE,12/22/2014,1,1159043.160898631,1945096.218978482,42.005076123,-87.69021903,"(42.00507612272344, -87.69021903022175)"
ASHLAND AND 47TH,2192,4700 S ASHLAND AVENUE,12/22/2014,1,1166423.624284841,1873520.235394001,41.808511597,-87.665117292,"(41.8085115972472, -87.66511729173287)"
PERSHING AND WESTERN,2114,2400 W PERSHING ROAD,12/22/2014,1,1160957.773623189,1878793.434193427,41.82309676,-87.685018951,"(41.82309676016606, -87.68501895061576)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,12/22/2014,6,1160669.42562757,1889318.196820393,41.85198384,-87.685785704,"(41.85198383957328, -87.68578570420526)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,12/22/2014,2,,,,,
HALSTED AND DIVISION,1714,800 W DIVISION,12/22/2014,10,1170767.827960358,1908259.644151662,41.903745557,-87.648167011,"(41.90374555734733, -87.64816701062779)"
WESTERN AND 71ST,2612,7100 S WESTERN AVENUE,12/22/2014,7,1161563.704681724,1857484.211306323,41.764608912,-87.683387053,"(41.76460891223613, -87.68338705328121)"
ASHLAND AND FULLERTON,1652,2400 N ASHLAND AVENUE,12/22/2014,7,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)"
LARAMIE AND FULLERTON,1424,5200 W FULLERTON AVENUE,12/22/2014,9,1141305.554932016,1915502.611239048,41.924215797,-87.756210755,"(41.92421579723144, -87.75621075458939)"
ASHLAND AND LAWRENCE,1142,4800 N ASHLAND AVENUE,12/22/2014,1,1164751.686785145,1932001.206626392,41.96902343,-87.669590434,"(41.969023429614026, -87.66959043354217)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,12/22/2014,2,1144175.291152764,1904916.255225279,41.895112219,-87.745932427,"(41.89511221857764, -87.74593242701515)"
HAMLIN AND MADISON,1901,0 N HAMLIN BOULEVARD,12/22/2014,1,,,,,
71ST AND ASHLAND,2394,1600 W 71ST,12/22/2014,3,1166890.012333149,1857674.2502247,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)"
FOSTER AND NAGLE,1031,5200 N NAGLE,12/22/2014,2,1132529.656558223,1934201.702060651,41.97568567,-87.788020406,"(41.97568566971868, -87.78802040620296)"
WESTERN AND FOSTER,1072,5200 N WESTERN AVE,12/22/2014,1,1159372.922497116,1934478.313674003,41.975933372,-87.689299589,"(41.97593337199358, -87.6892995891816)"
CHICAGO AND CLARK,1963,100 W CHICAGO AVENUE,12/22/2014,3,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)"
KEDZIE AND 26TH,2381,2600 S KEDZIE AVENUE,12/22/2014,2,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)"
ROOSEVELT AND KOSTNER,2323,4400 W ROOSEVELT,12/22/2014,4,1147200.963258796,1894379.538078088,41.866140868,-87.73508956,"(41.866140867641654, -87.73508956008207)"
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,12/22/2014,2,,,,,
DIVERSEY AND AUSTIN,1454,6000 W DIVERSEY AVENUE,12/22/2014,2,1135895.736169343,1918029.70673837,41.931248624,-87.776028612,"(41.931248623643455, -87.77602861172493)"
CICERO AND PETERSON,1202,6000 N CICERO AVENUE,12/22/2014,2,1143247.733553094,1939479.342905704,41.989973915,-87.748473024,"(41.98997391514614, -87.74847302426933)"
BELMONT AND KEDZIE,1371,3200 N KEDZIE AVENUE,12/22/2014,2,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
HALSTED AND FULLERTON,1704,800 W FULLERTON AVENUE,12/22/2014,2,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)"
ASHLAND AND 87TH,2452,8700 S ASHLAND AVE,12/22/2014,6,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)"
CALIFORNIA AND DIVERSEY,1514,2800 W DIVERSEY,12/22/2014,27,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
ELSTON AND LAWRENCE,1282,4800 N ELSTON AVENUE,12/22/2014,1,1145529.344259918,1931501.601268983,41.968039361,-87.740283894,"(41.96803936143674, -87.74028389448999)"
CLARK AND IRVING PARK,1093,1300 W IRVING PARK ROAD,12/22/2014,6,1166777.545456989,1926719.73687357,41.954487567,-87.662293496,"(41.95448756687966, -87.66229349585691)"
KEDZIE AND ARMITAGE,1832,2000 N KEDZIE AVENUE,12/22/2014,1,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)"
CORNELL DRIVE AND 57TH,2181,5700 S CORNELL DRIVE,12/22/2014,8,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)"
55TH AND KEDZIE,2163,3200 W 55TH STREET,12/22/2014,1,1155966.956993183,1868015.593764152,41.793622803,-87.703618141,"(41.79362280329978, -87.70361814062049)"
COTTAGE GROVE AND 71ST,2572,7100 S COTTAGE GROVE,12/22/2014,1,1182746.23698699,1858088.011064538,41.765800351,-87.605729127,"(41.76580035131893, -87.6057291269901)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,12/22/2014,1,1138539.758528398,1918097.096677271,41.931385977,-87.766310532,"(41.93138597683265, -87.76631053155157)"
DAMEN AND FULLERTON,1662,2400 N DAMEN AVE,12/22/2014,1,1162574.442800845,1915955.081657831,41.925038006,-87.678047191,"(41.925038006410325, -87.67804719101314)"
55TH AND KEDZIE,2162,5500 S KEDZIE AVENUE,12/22/2014,2,1155945.854705238,1867941.621374192,41.793420237,-87.703697508,"(41.793420236755864, -87.70369750845424)"
CENTRAL AND FULLERTON,1444,5600 W FULLERTON AVENU,12/22/2014,1,1138627.279189421,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)"
CANAL AND ROOSEVELT,2294,500 W ROOSEVELT ROAD,12/22/2014,5,1173290.72186561,1895021.166235495,41.867362693,-87.639293195,"(41.867362692616666, -87.63929319464197)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,12/22/2014,4,1167334.508577915,1934714.008346532,41.976412143,-87.660015082,"(41.97641214294823, -87.66001508205365)"
CICERO AND WASHINGTON,1892,100 N CICERO AVENUE,12/22/2014,1,1144328.984091479,1900095.170838459,41.88187971,-87.745489247,"(41.88187970991601, -87.7454892473012)"
CENTRAL AND IRVING PARK,1183,5600 W IRVING PARK ROAD,12/22/2014,1,1138281.535484986,1926078.647777633,41.953292847,-87.767065708,"(41.953292847298, -87.76706570775266)"
COLUMBUS AND ILLINOIS,1952,500 N COLUMBUS DRIVE,12/22/2014,2,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)"
DIVISION AND DAMEN,1733,2000 W DIVISION,12/22/2014,11,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)"
CENTRAL AND ADDISON,1683,5600 W ADDISON STREET,12/22/2014,1,1138349.663302502,1923416.02157061,41.945985104,-87.766879952,"(41.94598510430888, -87.76687995165918)"
HOMAN/KIMBALL AND NORTH,1773,3400 W NORTH AVE,12/22/2014,4,1153386.578905125,1910465.87061722,41.910162847,-87.711953868,"(41.91016284680269, -87.71195386769125)"
GARFIELD AND ASHLAND,2272,5500 S ASHLAND AVENUE,12/22/2014,3,1166573.960309557,1868083.777885787,41.793590116,-87.664720996,"(41.793590115883404, -87.66472099593501)"
HALSTED AND NORTH,1761,1600 N HALSTED STREET,12/22/2014,2,1170678.283433825,1910880.991397547,41.910940644,-87.648419043,"(41.91094064391597, -87.64841904272998)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,12/22/2014,1,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)"
WESTERN AND PRATT,1302,6800 N WESTERN AVENUE,12/22/2014,7,1159043.160898631,1945096.218978482,42.005076123,-87.69021903,"(42.00507612272344, -87.69021903022175)"
ELSTON AND FOSTER,1063,4932 W FOSTER AVENUE,12/22/2014,2,1142393.863544234,1934160.513830056,41.975394608,-87.751746599,"(41.975394608045924, -87.75174659886025)"
CENTRAL AND CHICAGO,1973,5600 W CHICAGO AVENUE,12/22/2014,1,1138858.856732452,1904825.827586656,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
99TH AND HALSTED,2433,800 W 99TH ST,12/22/2014,3,1172710.642565684,1839246.330602143,41.714323337,-87.643066714,"(41.71432333701137, -87.64306671421937)"
ELSTON AND ADDISON,1403,3216 W ADDISON ST,12/22/2014,5,1154199.729816868,1923799.345386665,41.946734755,-87.708609774,"(41.946734754927796, -87.7086097735515)"
JEFFERY AND 95TH,2522,9500 S JEFFERY AVE,12/22/2014,2,1191132.420601301,1842335.735988875,41.722375907,-87.575499903,"(41.72237590704101, -87.57549990332795)"
HARLEM AND BELMONT,1391,3200 N HARLEM AVE,12/22/2014,3,1127481.020995451,1920467.613239239,41.938084468,-87.806896749,"(41.93808446822169, -87.80689674887883)"
STONEY ISLAND AND 76TH,2632,7600 S STONY ISLAND A,12/22/2014,13,1188092.796191935,1854889.354158304,41.756897173,-87.586234285,"(41.75689717260223, -87.58623428506996)"
HOLLYWOOD AND SHERIDAN,1343,1000 W HOLLYWOOD AVE,12/22/2014,2,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)"
4700 WESTERN,2142,4700 S WESTERN AVENUE,12/22/2014,4,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)"
CLARK AND FULLERTON,1631,2400 N CLARK ST,12/22/2014,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)"
MADISON AND WESTERN,1931,1 S WESTERN AVE,12/22/2014,3,1160453.827721979,1899933.703473746,41.881118279,-87.686283339,"(41.881118278833966, -87.686283338873)"
WESTERN AND ADDISON,1563,2400 W ADDISON,12/22/2014,3,1159719.041544334,1923878.577275797,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)"
CORTLAND AND ASHLAND,1723,1600 W CORTLAND ST,12/22/2014,3,1165377.660768235,1912768.773647285,41.916235337,-87.667837772,"(41.91623533746878, -87.66783777212962)"
CALIFORNIA AND DEVON,1321,6400 N CALIFORNIA AVE,12/22/2014,2,1156461.150245401,1942370.37710537,41.997649133,-87.699792629,"(41.997649133049336, -87.69979262891378)"
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,12/22/2014,22,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,12/22/2014,2,,,,,
75TH AND STATE,2621,7500 S STATE STREET,12/22/2014,6,1177538.763040612,1855235.551345519,41.758092176,-87.624902228,"(41.75809217638291, -87.6249022282473)"
75TH AND STATE,2624,1 E 75TH STREET,12/22/2014,10,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)"
ROOSEVELT AND HALSTED,2233,800 W ROOSEVELT ROAD,12/22/2014,8,1171199.282357741,1894968.056393724,41.867263098,-87.646972686,"(41.86726309836901, -87.64697268601648)"
ASHLAND AND 63RD,2681,6300 S ASHLAND AVE,12/22/2014,1,1166711.252809567,1862903.630015878,41.77937222,-87.664365347,"(41.77937222048469, -87.66436534741581)"
83RD AND STONY ISLAND,2563,1600 E 83RD STREET,12/22/2014,4,1188383.194217679,1850307.01299095,41.744315875,-87.585316041,"(41.74431587464464, -87.58531604125469)"
MILWAUKEE AND DEVON,1274,6400 W DEVON AVENUE,12/22/2014,5,1132590.619798275,1942138.532048656,41.997463981,-87.787610243,"(41.99746398102873, -87.78761024341388)"
ASHLAND AND LAWRENCE,1143,1600 W LAWRENCE AVENUE,12/22/2014,2,1164771.946929007,1931988.254061312,41.968987457,-87.669516307,"(41.96898745654617, -87.66951630654926)"
STONEY ISLAND AND 79TH,2462,7900 S STONEY ISLAND,12/22/2014,1,1188181.571068297,1852908.934789311,41.751460603,-87.585971993,"(41.75146060316686, -87.5859719929647)"
LAFAYETTE AND 87TH,2502,8700 S LAFAYETTE AVEN,12/22/2014,14,1177417.493180297,1847243.988223464,41.73616511,-87.625587569,"(41.73616511008592, -87.62558756899932)"
KOSTNER AND NORTH,2013,4400 W NORTH,12/22/2014,2,1146738.551618032,1910309.595368032,41.909863573,-87.736380296,"(41.90986357340246, -87.73638029605371)"
LAKE SHORE DR AND BELMONT,1413,400 W BELMONT AVE,12/22/2014,49,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)"
BELMONT AND KEDZIE,1372,3200 N KEDZIE AVE,12/22/2014,17,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)"
31ST AND CALIFORNIA,2061,3100 S CALIFORNIA,12/23/2014,2,1158151.943135347,1883939.950079683,41.83727705,-87.695172247,"(41.837277050366296, -87.69517224651918)"
ARCHER/NARRAGANSETT AND 55TH,2073,6400 W ARCHER AVE,12/23/2014,3,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
RIDGE AND CLARK,1051,5930 N CLARK STREET,12/23/2014,10,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
95TH AND STONEY ISLAND,2514,1600 E 95TH STREET,12/23/2014,6,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
ASHLAND AND DIVISION,1793,1600 W DIVISION STREET,12/23/2014,1,1165489.684200442,1908112.312963909,41.903455316,-87.667558994,"(41.903455316483814, -87.66755899396976)"
WESTERN AND MARQUETTE,2674,2400 W MARQUETTE ROAD,12/23/2014,3,1161509.889315231,1860208.627404126,41.772086214,-87.683508858,"(41.772086214104526, -87.68350885781568)"
WESTERN AND 63RD,2371,6300 S WESTERN AVE,12/23/2014,3,1161415.712688877,1862772.38856596,41.779123484,-87.683783099,"(41.77912348383963, -87.68378309863576)"
ARCHER AND CICERO,2084,5400 S ARCHER AVE,12/23/2014,5,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)"
PETERSON AND WESTERN,1011,6000 N WESTERN AVE,12/23/2014,5,1159190.625032041,1939816.75471116,41.990586042,-87.689822473,"(41.99058604241958, -87.68982247294417)"
AUSTIN AND ADDISON,1493,6000 W ADDISON STREET,12/23/2014,3,1135698.173154422,1923360.229527805,41.945879676,-87.776627421,"(41.94587967559099, -87.77662742093737)"
LAWRENCE AND WESTERN,1192,4800 N WESTERN AVENUE,12/23/2014,1,1159459.622430471,1931821.342623414,41.968640727,-87.689054241,"(41.96864072747715, -87.6890542408374)"
COTTAGE GROVE AND 95TH,2602,9500 S COTTAGE GROVE,12/23/2014,4,1183531.307692447,1842122.302108743,41.721970465,-87.60334804,"(41.72197046522736, -87.60334804007711)"
LAWRENCE AND CICERO,1042,4800 N CICERO AVENUE,12/23/2014,2,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
AUSTIN AND IRVING PARK,1163,6000 W IRVING PARK ROAD,12/23/2014,1,1135622.402636023,1926014.192063646,41.953163772,-87.776842593,"(41.95316377185154, -87.77684259284736)"
HALSTED AND DIVISION,1711,1200 N HALSTED,12/23/2014,2,1170746.639428735,1908242.256010774,41.903698308,-87.648245351,"(41.90369830765008, -87.64824535062563)"
BLUE ISLAND AND DAMEN,2281,2416 S DAMEN AVENUE,12/23/2014,8,1163378.697434511,1887916.370760201,41.848080596,-87.675881338,"(41.84808059558783, -87.67588133802435)"
87TH AND VINCENNES,2413,848 W 87TH STREET,12/23/2014,3,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)"
PULASKI AND 79TH,2494,4000 W 79TH STREET,12/23/2014,1,1151074.116357501,1851966.830243835,41.749679359,-87.721978345,"(41.74967935883473, -87.72197834524168)"
LAWRENCE AND CICERO,1041,4800 N CICERO AVE,12/23/2014,4,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)"
KEDZIE AND 47TH,2101,4700 S KEDZIE AVE,12/23/2014,3,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)"
95TH AND STONEY ISLAND,2513,1600 E 95TH STREET,12/23/2014,11,1188537.746187743,1842339.840767953,41.722449457,-87.585003569,"(41.72244945701069, -87.58500356910938)"
GRAND AND OAK PARK,1523,6800 W GRAND AVENUE,12/23/2014,6,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
CALIFORNIA AND DIVERSEY,1511,2800 N CALIFORNIA AVE,12/23/2014,2,1157189.355049829,1918495.644754069,41.932120719,-87.6977653,"(41.93212071910647, -87.69776530036465)"
SACRAMENTO AND CHICAGO,1812,800 N SACRAMENTO AVEN,12/23/2014,6,1156039.008141929,1905193.084100581,41.895640714,-87.702352328,"(41.89564071387542, -87.70235232767416)"
GARFIELD AND ASHLAND,2274,1600 W GARFIELD BLVD,12/23/2014,1,1166593.072608676,1868281.842213365,41.79413322,-87.664645263,"(41.79413322022423, -87.66464526320254)"
GRAND AND OAK PARK,1524,6800 W GRAND AVENUE,12/23/2014,8,1130668.89526974,1915248.469290467,41.923708193,-87.795300781,"(41.92370819286044, -87.79530078123082)"
PULASKI AND 63RD,2343,4000 W 63RD ST,12/23/2014,1,1150768.346768175,1862564.615405259,41.77876739,-87.722823195,"(41.778767390084305, -87.72282319530368)"
PULASKI AND FULLERTON,1484,4000 W FULLERTON AVE,12/23/2014,1,1149303.081963737,1915695.275222648,41.924593022,-87.726819268,"(41.92459302175305, -87.7268192684032)"
KIMBALL AND LINCOLN,2741,6200 N KIMBALL AVENUE,12/23/2014,1,1152543.355058345,1940954.1008022,41.993841437,-87.714242493,"(41.99384143707685, -87.71424249302686)"
PULASKI AND 79TH,2492,7900 S PULASKI ROAD,12/23/2014,3,1151054.87395657,1851842.663854121,41.749339,-87.722052091,"(41.74933900008238, -87.72205209091501)"
ARCHER/NARRAGANSETT AND 55TH,2074,6400 W ARCHER AVE,12/23/2014,8,1134629.248133949,1867443.543796524,41.792455256,-87.78187685,"(41.79245525550523, -87.78187684987694)"
RIDGE AND CLARK,1052,5930 N CLARK STREET,12/23/2014,1,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)"
MADISON AND CENTRAL,1754,5600 W MADISON STREET,12/23/2014,2,1139033.690528149,1899503.712147867,41.880354556,-87.764948136,"(41.88035455632559, -87.76494813634785)"
ROOSEVELT AND PULASKI,2314,4000 W ROOSEVELT ROAD,12/23/2014,5,1149885.032049683,1894449.464076882,41.866281003,-87.72523422,"(41.866281002664536, -87.72523421983905)"
VINCENNES AND 111TH,2532,11100 S VINCENNES AVE,12/23/2014,7,1167202.128381332,1831126.639262444,41.692160999,-87.663472469,"(41.69216099874656, -87.66347246868617)"
CENTRAL AND CHICAGO,1972,800 N CENTRAL AVENUE,12/23/2014,1,1138836.562608552,1904801.732832435,41.894896579,-87.765543258,"(41.89489657939746, -87.76554325845893)"
KIMBALL AND DIVERSEY,1583,3400 W DIVERSEY AVENUE,12/23/2014,2,1153211.149172713,1918454.477800566,41.932087747,-87.71238583,"(41.932087747378944, -87.71238582951281)"
ASHLAND AND FULLERTON,1652,2400 N ASHLAND AVENUE,12/23/2014,8,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)"
CALIFORNIA AND DIVERSEY,1513,2800 W DIVERSEY,12/23/2014,2,1157212.54253358,1918526.674434943,41.932205395,-87.697679244,"(41.93220539506452, -87.6976792438691)"
